order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5
412,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Sour Cream,Cheese,Lettuce
412,1,Chips and Guacamole,,$4.45 ,,,,,
413,1,Chicken Crispy Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Cheese,Sour Cream,Guacamole,Lettuce
413,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
413,1,Carnitas Crispy Tacos,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.75 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
414,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Tomatillo-Green Chili Salsa (Medium),Black Beans,Rice,Fajita Veggies
414,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
415,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
415,1,Chips and Guacamole,,$4.45 ,,,,,
416,1,Steak Burrito,Tomatillo Red Chili Salsa,$9.25 ,Tomatillo Red Chili Salsa,,,,
416,1,Chicken Bowl,Fresh Tomato Salsa,$8.75 ,Fresh Tomato Salsa,,,,
417,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Sour Cream,
417,1,Side of Chips,,$1.69 ,,,,,
418,2,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Black Beans",$17.50 ,Fresh Tomato Salsa,Rice,Cheese,Black Beans,
419,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
419,1,Barbacoa Crispy Tacos,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Cheese,Sour Cream,Lettuce
419,1,Steak Crispy Tacos,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Cheese,Sour Cream,Lettuce
420,1,Chicken Burrito,"Fresh Tomato Salsa, Black Beans, Pinto Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Black Beans,Pinto Beans,Cheese,Guacamole
420,1,Chips and Guacamole,,$4.45 ,,,,,
421,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
421,1,Chips and Guacamole,,$4.45 ,,,,,
422,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Lettuce
422,1,6 Pack Soft Drink,Sprite,$6.49 ,Sprite,,,,
423,1,Chicken Crispy Tacos,"Fresh Tomato Salsa (Mild), Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Fresh Tomato Salsa (Mild),Fajita Veggies,Cheese,Sour Cream,Guacamole
423,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Rice,Cheese,Sour Cream,Lettuce
424,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Cheese
424,1,Canned Soda,Diet Dr. Pepper,$1.09 ,Diet Dr. Pepper,,,,
424,1,Side of Chips,,$1.69 ,,,,,
425,1,Barbacoa Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
425,1,Chips and Guacamole,,$4.45 ,,,,,
426,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
426,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
426,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
427,1,Chips and Guacamole,,$3.99 ,,,,,
427,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Sour Cream, Cheese",$8.49 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Sour Cream,Cheese
428,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Lettuce, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,Lettuce,Guacamole
428,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Guacamole",$11.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Black Beans,Guacamole
428,1,Chips,,$2.15 ,,,,,
429,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Rice, Guacamole",$11.48 ,Roasted Chili Corn Salsa (Medium),Pinto Beans,Rice,Guacamole,
430,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,,
430,1,Chips,,$2.15 ,,,,,
430,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
431,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Guacamole
431,1,Chips,,$2.15 ,,,,,
431,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
432,1,Chicken Burrito,"Fresh Tomato Salsa, Rice",$8.75 ,Fresh Tomato Salsa,Rice,,,
432,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,,
432,1,6 Pack Soft Drink,Coke,$6.49 ,Coke,,,,
433,1,Side of Chips,,$1.69 ,,,,,
433,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Black Beans,Rice,Fajita Veggies,Cheese
434,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Sour Cream,Lettuce
434,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Guacamole",$11.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Cheese,Guacamole
435,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Guacamole",$10.98 ,Tomatillo-Green Chili Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese
435,1,Canned Soda,Mountain Dew,$1.09 ,Mountain Dew,,,,
436,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese
436,1,Izze,Clementine,$3.39 ,Clementine,,,,
437,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,,
437,1,Chips,,$2.15 ,,,,,
437,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
438,1,Carnitas Burrito,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole",$11.48 ,Fresh Tomato Salsa (Mild),Black Beans,Rice,Cheese,Sour Cream
438,1,Chicken Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Tomatillo-Green Chili Salsa (Medium),Pinto Beans,Rice,Cheese,Sour Cream
439,1,Chicken Salad,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Tomatillo-Green Chili Salsa (Medium),Roasted Chili Corn Salsa (Medium),Rice,Cheese,Sour Cream
439,1,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Cheese
440,1,Chips and Roasted Chili Corn Salsa,,$2.95 ,,,,,
440,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Lettuce,
440,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Lettuce
441,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
441,1,Chips and Guacamole,,$4.45 ,,,,,
442,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Sour Cream, Guacamole",$11.48 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Green Chili Salsa (Medium),Rice,Black Beans,Sour Cream
443,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
443,1,Veggie Burrito,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
443,1,Chips and Guacamole,,$4.45 ,,,,,
444,1,Side of Chips,,$1.69 ,,,,,
444,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,Sour Cream
445,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Fajita Vegetables,Rice,Cheese,Lettuce
445,1,Chips and Guacamole,,$4.45 ,,,,,
445,1,Bottled Water,,$1.50 ,,,,,
446,1,Steak Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole",$11.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Sour Cream,Cheese
446,1,Chips,,$2.15 ,,,,,
447,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Sour Cream",$8.99 ,Fresh Tomato Salsa (Mild),Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice
447,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
448,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
448,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
448,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
449,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables",$8.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,,
449,1,Chips,,$2.15 ,,,,,
449,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
450,2,Canned Soda,Dr. Pepper,$2.18 ,Dr. Pepper,,,,
450,2,Canned Soda,Coca Cola,$2.18 ,Coca Cola,,,,
450,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Guacamole",$11.48 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Guacamole,
451,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Cheese,Lettuce,,
451,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
451,1,Steak Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole",$11.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
452,1,Carnitas Burrito,"Fresh Tomato Salsa, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Black Beans,Cheese,Sour Cream,Guacamole
452,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
453,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Lettuce, Rice, Fajita Veggies, Cheese",$10.58 ,Fresh Tomato (Mild),Guacamole,Lettuce,Rice,Fajita Veggies
454,1,Barbacoa Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Sour Cream,
454,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 ,,,,,
455,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
455,1,Chips and Guacamole,,$4.45 ,,,,,
456,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Tomatillo Red Chili Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
456,1,Veggie Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
457,2,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Lettuce",$17.50 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Lettuce,
457,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Sour Cream,Lettuce
458,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,
458,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
459,2,Chicken Salad Bowl,"Fresh Tomato Salsa, Black Beans, Cheese, Guacamole",$22.50 ,Fresh Tomato Salsa,Black Beans,Cheese,Guacamole,
460,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Sour Cream,Lettuce
460,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
460,1,Chips and Guacamole,,$4.45 ,,,,,
461,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Sour Cream
461,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
462,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
462,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
463,1,Barbacoa Burrito,"Tomatillo-Green Chili Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Green Chili Salsa (Medium),Rice,Cheese,Sour Cream,Lettuce
463,1,Side of Chips,,$1.69 ,,,,,
464,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans, Cheese, Lettuce, Guacamole",$11.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Cheese,Lettuce
464,1,Chips and Guacamole,,$4.45 ,,,,,
465,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
465,1,6 Pack Soft Drink,Coke,$6.49 ,Coke,,,,
466,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
466,1,Chips and Guacamole,,$4.45 ,,,,,
466,1,Carnitas Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
467,1,Chips and Guacamole,,$4.45 ,,,,,
467,1,Barbacoa Soft Tacos,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
467,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
468,1,Chips and Guacamole,,$4.45 ,,,,,
468,1,Carnitas Salad Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Guacamole",$11.89 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Guacamole
468,1,Steak Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Cheese,Sour Cream
469,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Cheese,Sour Cream
469,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
469,1,Bottled Water,,$1.50 ,,,,,
470,1,Chips and Guacamole,,$4.45 ,,,,,
470,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Sour Cream,Cheese
471,1,Steak Burrito,"Tomatillo-Green Chili Salsa (Medium), Pinto Beans, Rice, Cheese, Sour Cream",$8.99 ,Tomatillo-Green Chili Salsa (Medium),Pinto Beans,Rice,Cheese,Sour Cream
471,1,Bottled Water,,$1.09 ,,,,,
471,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Rice,Cheese,Sour Cream,Lettuce
471,1,Canned Soda,Dr. Pepper,$1.09 ,Dr. Pepper,,,,
471,1,Chips and Guacamole,,$3.99 ,,,,,
472,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Fajita Veggies, Cheese, Guacamole",$11.48 ,Fresh Tomato Salsa (Mild),Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Fajita Veggies,Cheese
472,1,Veggie Burrito,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.49 ,Tomatillo-Green Chili Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
473,1,Steak Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
473,1,Chips and Guacamole,,$4.45 ,,,,,
474,1,Steak Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Guacamole, Lettuce",$11.48 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Fajita Veggies,Cheese
475,1,Barbacoa Soft Tacos,"Tomatillo Green Chili Salsa, Sour Cream, Cheese, Lettuce",$9.25 ,Tomatillo Green Chili Salsa,Sour Cream,Cheese,Lettuce,
475,1,Chips and Roasted Chili Corn Salsa,,$2.95 ,,,,,
475,1,Barbacoa Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Sour Cream, Cheese",$9.25 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Sour Cream,Cheese
476,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Fajita Veggies,Cheese
476,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Pinto Beans,Black Beans,Rice,Fajita Veggies
477,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Sour Cream,
477,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,Lettuce
478,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Rice,Cheese,Lettuce,
478,1,Chips and Tomatillo Green Chili Salsa,,$2.95 ,,,,,
478,1,Chips and Guacamole,,$4.45 ,,,,,
478,1,Steak Salad Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce, Guacamole",$11.89 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Sour Cream,Cheese
479,1,Chicken Burrito,"Fresh Tomato (Mild), Guacamole, Rice, Fajita Veggies, Sour Cream, Cheese",$10.58 ,Fresh Tomato (Mild),Guacamole,Rice,Fajita Veggies,Sour Cream
479,1,Chicken Burrito,"Fresh Tomato (Mild), Lettuce, Rice, Fajita Veggies, Sour Cream, Cheese",$8.19 ,Fresh Tomato (Mild),Lettuce,Rice,Fajita Veggies,Sour Cream
479,1,Side of Chips,,$1.69 ,,,,,
480,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,,
480,1,Chips,,$2.15 ,,,,,
480,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
481,2,Chicken Burrito,"Fresh Tomato Salsa, Rice",$17.50 ,Fresh Tomato Salsa,Rice,,,
481,1,6 Pack Soft Drink,Coke,$6.49 ,Coke,,,,
481,1,Steak Crispy Tacos,"Tomatillo Red Chili Salsa, Rice",$9.25 ,Tomatillo Red Chili Salsa,Rice,,,
481,1,Chips,,$2.15 ,,,,,
482,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
482,1,Chips and Guacamole,,$4.45 ,,,,,
482,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Pinto Beans,Cheese
482,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
483,1,Barbacoa Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Cheese, Guacamole",$11.48 ,Tomatillo-Green Chili Salsa (Medium),Black Beans,Rice,Cheese,Guacamole
483,1,Barbacoa Bowl,"Fresh Tomato Salsa (Mild), Black Beans, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.48 ,Fresh Tomato Salsa (Mild),Black Beans,Rice,Cheese,Sour Cream
484,1,Steak Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,Sour Cream
484,2,Bottled Water,,$2.18 ,,,,,
485,1,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies",$8.49 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Fajita Veggies
485,1,Barbacoa Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Fajita Veggies",$8.99 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Fajita Veggies
485,1,Chips and Roasted Chili-Corn Salsa,,$2.39 ,,,,,
485,1,Chips and Tomatillo-Red Chili Salsa,,$2.39 ,,,,,
485,2,Bottled Water,,$2.18 ,,,,,
486,1,Chicken Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
486,1,Chips and Guacamole,,$4.45 ,,,,,
487,1,Chicken Burrito,"Fresh Tomato Salsa, Lettuce, Guacamole, Rice, Cheese, Fajita Vegetables, Sour Cream",$11.25 ,Fresh Tomato Salsa,Lettuce,Guacamole,Rice,Cheese
487,1,Carnitas Soft Tacos,Roasted Chili Corn Salsa,$9.25 ,Roasted Chili Corn Salsa,,,,
488,1,Barbacoa Burrito,"Fresh Tomato Salsa, Rice, Cheese",$9.25 ,Fresh Tomato Salsa,Rice,Cheese,,
488,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
488,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
488,1,Chips and Guacamole,,$4.45 ,,,,,
488,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
488,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,Sour Cream,Guacamole
489,1,Veggie Burrito,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Cheese,Sour Cream
